"ean","price"
"4251288487137","4,49 €"
"4251288487359","6,49 €"
"4251288436807","7,49 €"
"4033874240551","18,95 €"
"5018206068408","25,39 €"
"4033874310735","2,49 €"
"4018206947377","1,69 €"
"4033874795099","1,69 €"
"4250741377381","0,99 €"
"0073228125008","299,00 €"
"0073228125039","333,00 €"
"0073228125077","299,00 €"
"4027521001619","2,49 €"
"4250164830432","14,99 €"
"4007735002602","1,49 €"
"3660016420338","5,00 €"
"3660016420161","9,99 €"
"3660016420512","12,71 €"
