"ean","price"
"4013285993055","27,31 €"
"4013285804153","5,90 €"
"4013285114603","40,17 €"
"4013285416455","18,90 €"
"4013285806287","8,50 €"
"4013285524280","2,10 €"
"4013285113361","8,90 €"
"4013285113415","22,13 €"
"4013285113552","19,27 €"
"4013285113644","22,14 €"
"4013285113651","18,44 €"
"4013285113682","38,08 €"
"4013285113750","20,61 €"
"4013285113811","43,18 €"
"4013285113842","22,71 €"
"4013285113897","37,09 €"
"4013285113910","31,64 €"
"4013285113927","36,90 €"
