"ean","price"
"4018928681696","6,91 €"
"0074040734089","49,95 €"
"3660016038113","19,50 €"
"3660016420109","9,95 €"
"3660016851118","12,99 €"
"3660016851194","13,00 €"
"3660016611040","14,99 €"
"3660016851019","12,99 €"
"3660016851255","18,99 €"
"3660016552138","15,00 €"
"3660016552084","15,00 €"
"3660016552145","14,99 €"
"3660016038069","18,95 €"
"3660016552176","14,99 €"
"3660016031336","14,00 €"
"3660016031312","13,99 €"
"3660016031367","13,99 €"
"3660016851521","15,00 €"
