"ean","price"
"0853653006987","6,99 €"
"0853653006970","6,99 €"
"0857560006016","6,99 €"
"0857560006009","6,99 €"
"0857560006047","7,99 €"
"0857560006030","7,99 €"
"0853653006956","6,99 €"
"0857560006023","10,99 €"
"0853653006994","6,99 €"
"0853653006963","6,99 €"
"0853653006949","6,99 €"
"4893156034168","28,98 €"
"4018928632810","21,68 €"
"4018928685557","15,99 €"
"4011898090918","13,99 €"
"4011898099812","13,99 €"
"4011898091519","13,99 €"
"4011898091410","13,99 €"
